Provider,PotentialFraud,ip_unique_operating,avg_part_a_months,avg_part_b_months,log_ip_claim_count,log_ip_total_reimbursed,log_ip_avg_reimbursed,log_ip_total_deductible,log_op_claim_count,log_op_total_reimbursed,log_op_avg_reimbursed,log_op_total_deductible,log_ip_unique_beneficiaries,log_op_unique_beneficiaries,log_ip_claims_per_beneficiary,log_op_claims_per_beneficiary,log_avg_ip_annual_reimb,log_avg_op_annual_reimb,inpatient_ratio,reimbursement_inpatient_ratio,claims_per_beneficiary,high_cost_provider,PotentialFraud_binary
PRV51015,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.1972245773362196,6.55250788703459,4.483002552013883,0.0,0.0,2.0794415416798357,0.0,0.7621400520468967,7.212821089187639,7.346655163176539,0.0,0.0,1.1428571428571428,0,0
PRV51016,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,1.9459101490553132,5.14166355650266,3.378724525810097,0.0,0.0,1.9459101490553132,0.0,0.6931471805599453,0.0,6.77916404460915,0.0,0.0,1.0,0,0
PRV51017,No,0.0,11.871428571428572,11.959523809523809,0.0,0.0,0.0,0.0,6.246106765481563,11.868646954515746,5.628075016388676,6.957497370876951,0.0,6.042632833682381,0.0,0.800291818011273,8.079042540761991,7.707522895452664,0.0,0.0,1.2261904761904763,1,0
PRV51021,Yes,17.0,11.942307692307692,11.89423076923077,3.4011973816621555,12.502470376049185,9.135278629478229,10.340871136212566,5.43372200355424,11.287667179180453,5.861161022016035,6.255750041753367,3.1780538303479458,5.236441962829949,0.8157495026522776,0.7971699033761117,8.36449914249458,7.778622097578371,0.11284046692607004,0.7711492704182553,1.374331550802139,1,1
PRV51023,No,5.0,12.0,12.0,2.302585092994046,10.896757843893464,8.699681400989514,9.053101595549691,3.332204510175204,9.359708203627006,6.066108090103747,4.394449154672439,2.302585092994046,3.332204510175204,0.6931471805599453,0.6931471805599453,8.58653266949485,7.836256868244259,0.25,0.823045267489712,1.3333333333333333,1,0
PRV51024,No,7.0,12.0,12.0,2.302585092994046,11.0186455364637,8.821552095919735,9.170871628065816,3.4339872044851463,8.02322468471667,4.631487494305465,4.51085950651685,2.302585092994046,3.4011973816621555,0.6931471805599453,0.7102416139192455,8.452727650071717,7.598372947232126,0.23076923076923078,0.9523809523809523,1.3448275862068966,1,0
PRV51025,No,9.0,12.0,12.0,2.6390573296152584,11.362114203075018,8.797304369140862,9.538564399740899,4.31748811353631,10.384400211352366,6.082589075103975,5.993961427306569,2.5649493574615367,4.204692619390966,0.7339691750802004,0.7519876805828787,8.286342383780429,7.707665937955678,0.14942528735632185,0.7266582171525138,1.3181818181818181,1,0
PRV51026,No,0.0,11.785714285714286,12.0,0.0,0.0,0.0,0.0,4.343805421853684,9.895505782794471,5.568545367475743,5.831882477283517,0.0,4.04305126783455,0.0,0.8574502318512216,8.308612724599696,7.4893322272499425,0.0,0.0,1.3571428571428572,1,0
PRV51027,No,0.0,11.727272727272727,11.954545454545455,0.0,0.0,0.0,0.0,3.9889840465642745,10.303638565820524,6.335087704705388,0.0,0.0,3.8066624897703196,0.0,0.7905213445851217,8.497055417055464,8.073983734338121,0.0,0.0,1.2045454545454546,1,0
PRV51029,No,0.0,11.69620253164557,11.974683544303797,0.0,0.0,0.0,0.0,4.543294782270004,10.330746767679962,5.801143336298256,5.081404364984463,0.0,4.382026634673881,0.0,0.7780466243464316,8.044772466130846,7.420268086248193,0.0,0.0,1.1772151898734178,1,0
PRV51030,No,47.0,11.917241379310346,11.668965517241379,4.418840607796598,13.466805200907274,9.060200742810167,11.36800373375031,4.499809670330265,10.438839921478715,5.952776276451696,5.484796933490655,4.276666119016055,4.3694478524670215,0.76775804435112,0.7612849857271633,8.822957344935935,7.757478766584179,0.47953216374269003,0.9538228614685844,2.1923076923076925,1,0
PRV51031,No,20.0,11.92356687898089,11.968152866242038,3.367295829986474,12.703816069256568,9.371693622333941,10.305780969478658,5.062595033026967,10.332701738815134,5.281521043811945,5.831882477283517,3.295836866004329,4.912654885736052,0.7308875085427923,0.7714790238298523,8.688527861209993,7.5343304497618995,0.15135135135135136,0.9146002446347159,1.3703703703703705,1,0
PRV51032,No,0.0,11.428571428571429,12.0,0.0,0.0,0.0,0.0,3.1780538303479458,8.598035579260339,5.466591442505051,3.9318256327243257,0.0,3.091042453358316,0.0,0.7396671961948382,8.994911037054901,7.244941546337007,0.0,0.0,1.0952380952380953,0,0
PRV51035,No,1.0,12.0,11.64,0.6931471805599453,10.275085591132715,10.275085591132715,6.974478911025045,3.4011973816621555,8.177796683277778,4.818333061161133,5.8888779583328805,0.6931471805599453,3.2188758248682006,0.6931471805599453,0.7922380832041762,8.11474353226853,7.232299516166484,0.03333333333333333,0.8906633906633906,1.25,1,0
PRV51036,No,0.0,11.893129770992367,11.572519083969466,0.0,0.0,0.0,0.0,5.631211781821365,11.223655465763155,5.599726729583832,7.252053951852814,0.0,4.882801922586371,0.0,1.1385178328416503,8.495323727393718,7.255672135261722,0.0,0.0,2.122137404580153,1,0
PRV51037,Yes,9.0,11.941747572815533,11.849514563106796,3.1780538303479458,12.273735966890268,9.138344548935153,10.109077944602749,6.068425588244111,11.761588603909846,5.69882822725448,6.8679744089702925,3.091042453358316,5.313205979041787,0.7396671961948382,1.1422027247429716,8.13135365324006,7.273564109837085,0.05066079295154185,0.6253104637232271,2.2475247524752477,1,1
PRV51038,No,14.0,11.88785046728972,11.91588785046729,3.4339872044851463,12.34409829881876,8.94302721525076,10.340871136212566,4.718498871295094,10.48824184666795,5.781771793517895,5.3981627015177525,3.295836866004329,4.430816798843313,0.7672551527136672,0.8490175512667302,8.581241522336756,7.509550324185534,0.2127659574468085,0.8648160006026593,1.6987951807228916,1,0
PRV51040,No,4.0,11.73913043478261,12.0,2.302585092994046,11.050905878263567,8.853808274977197,9.053101595549691,4.356708826689592,9.347577390281268,5.010375520098172,5.484796933490655,2.1972245773362196,4.143134726391533,0.7537718023763802,0.8073395480856002,8.965197543365349,7.7214449693692595,0.10465116279069768,0.8459782462736672,1.3870967741935485,1,0
PRV51041,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,3.5553480614894135,8.910720661951359,5.38880309314598,5.602118820879701,0.0,3.4657359027997265,0.0,0.7404000654104909,7.31817583050957,7.737728821015493,0.0,0.0,1.096774193548387,0,0
PRV51042,No,0.0,12.0,11.8125,0.0,0.0,0.0,0.0,4.962844630259907,10.780018225836406,5.827121253558305,5.739792912179234,0.0,4.859812404361672,0.0,0.7463916950787576,8.4894333014114,7.804315130986204,0.0,0.0,1.109375,1,0
PRV51043,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,3.1780538303479458,8.407601514786142,5.277004904372422,0.0,0.0,3.044522437723423,0.0,0.7654678421395714,8.002526868264308,7.421177528595393,0.0,0.0,1.15,0,0
PRV51044,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0943445622221,9.967916692691817,5.893094606259739,4.875197323201151,0.0,3.6888794541139363,0.0,0.9214058325409255,7.824035754393439,7.812274432795208,0.0,0.0,1.5128205128205128,1,0
PRV51045,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,3.4657359027997265,9.03491498187007,5.604496660544846,3.713572066704308,0.0,3.4011973816621555,0.0,0.7270487322356266,8.285556781103327,7.6055296685137685,0.0,0.0,1.0689655172413792,0,0
PRV51046,No,5.0,11.538461538461538,11.538461538461538,2.1972245773362196,11.522885696764481,9.44351345892757,9.053101595549691,3.4339872044851463,9.032528630660057,5.634789603169249,4.61512051684126,2.0794415416798357,2.995732273553991,0.7621400520468967,0.9473813189441862,8.931267289445428,7.659824274940149,0.21052631578947367,0.923470787235988,2.0,1,0
PRV51047,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.4849066497880004,7.836369760545124,5.442417710521793,0.0,0.0,2.4849066497880004,0.0,0.6931471805599453,8.32053665066615,7.416815709346912,0.0,0.0,1.0,0,0
PRV51048,No,3.0,11.636363636363637,12.0,1.6094379124341003,9.852246888342531,8.46611040118692,8.360071435644025,3.5553480614894135,9.071193240566025,5.548618209429345,4.394449154672439,1.6094379124341003,3.4339872044851463,0.6931471805599453,0.7576857016975165,8.412054873292933,7.696529393582201,0.10526315789473684,0.6859205776173285,1.2666666666666666,1,0
PRV51049,No,0.0,11.63076923076923,11.815384615384616,0.0,0.0,0.0,0.0,4.276666119016055,9.986034813503693,5.726572442455606,5.25227342804663,0.0,4.189654742026425,0.0,0.7382676158404149,7.7691836017130536,8.03843752845707,0.0,0.0,1.0923076923076922,1,0
PRV51052,Yes,1.0,11.675675675675675,12.0,1.0986122886681098,9.546884034617925,8.853808274977197,7.667158255319148,3.8066624897703196,9.729193687429403,5.947560155363557,5.351858133476067,1.0986122886681098,3.6109179126442243,0.6931471805599453,0.7985076962177716,7.996380929831682,7.580520475261862,0.043478260869565216,0.45454545454545453,1.2777777777777777,1,1
PRV51053,No,1.0,12.0,12.0,0.6931471805599453,8.987321812850125,8.987321812850125,6.974478911025045,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,8.987321812850125,4.51085950651685,1.0,1.0,1.0,0,0
PRV51054,No,0.0,11.7,11.925,0.0,0.0,0.0,0.0,4.060443010546419,9.62450089845157,5.58514380989572,4.948759890378168,0.0,3.713572066704308,0.0,0.8858315243894466,7.8826922062890254,7.663055324764167,0.0,0.0,1.425,0,0
PRV51055,No,2.0,12.0,12.0,1.0986122886681098,9.723223876851618,9.03013657115323,7.667158255319148,3.044522437723423,8.50532301884575,5.5134287461649825,4.2626798770413155,1.0986122886681098,3.044522437723423,0.6931471805599453,0.6931471805599453,8.549325906895877,7.204216880153974,0.09090909090909091,0.7717190388170055,1.1,1,0
PRV51056,No,1.0,12.0,12.0,1.0986122886681098,8.987321812850125,8.294299608857235,7.667158255319148,3.044522437723423,8.81001204797317,5.817111159963204,2.3978952727983707,1.0986122886681098,2.995732273553991,0.6931471805599453,0.7191226669632059,8.802236069971888,8.135737535768424,0.09090909090909091,0.54421768707483,1.1578947368421053,0,0
PRV51057,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,1.791759469228055,8.82922635473185,7.220373836723949,0.0,0.0,1.6094379124341003,0.0,0.8109302162163288,9.61587214452889,8.12296471523406,0.0,0.0,1.25,0,0
PRV51058,No,4.0,12.0,12.0,1.791759469228055,11.418625774449596,9.809231816610408,8.58316818033977,4.3694478524670215,9.682279626689674,5.330362495281753,5.303304908059076,1.791759469228055,4.276666119016055,0.6931471805599453,0.7412664289041437,8.480764310802549,7.571095959959417,0.060240963855421686,0.8502289077828646,1.1690140845070423,1,0
PRV51059,Yes,17.0,11.414634146341463,11.573170731707316,3.258096538021482,12.901719200051183,9.682903223616842,10.192456296870509,4.276666119016055,9.906532910722088,5.647336317457513,5.484796933490655,3.1780538303479458,4.110873864173311,0.7357067949787413,0.7808527609790509,9.29071923327509,7.48383410746293,0.2604166666666667,0.9523583337291598,1.6,1,1
PRV51060,No,0.0,11.428571428571429,11.785714285714286,1.791759469228055,10.463131911491967,8.853808274977197,8.58316818033977,3.6375861597263857,9.072341873818893,5.46554815077563,0.0,1.791759469228055,3.6375861597263857,0.6931471805599453,0.6931471805599453,8.238876648963373,7.289317938428648,0.11904761904761904,0.8007320979180965,1.135135135135135,1,0
PRV51061,No,1.0,11.940298507462687,12.0,0.6931471805599453,8.006700845440367,8.006700845440367,6.974478911025045,4.976733742420574,10.857863738015615,5.890799779272618,5.564520407322694,0.6931471805599453,4.204692619390966,0.6931471805599453,1.157452788691043,8.450310033216873,7.8347762945973045,0.006896551724137931,0.05460502366217692,2.196969696969697,1,0
PRV51062,No,3.0,11.927710843373495,11.789156626506024,1.3862943611198906,10.714439990727769,9.61587214452889,8.07246736935477,5.978885764901122,11.59340807587215,5.62067670495979,6.608000625296087,1.3862943611198906,5.10594547390058,0.6931471805599453,1.2244925345571125,8.344052493795283,7.559377406689247,0.007556675062972292,0.2933889685747816,2.4207317073170733,1,0
PRV51063,No,0.0,11.895652173913044,12.0,0.0,0.0,0.0,0.0,5.0106352940962555,10.841755017213652,5.840700185393705,5.081404364984463,0.0,4.7535901911063645,0.0,0.8310169747830661,8.255907475540834,7.999138602982605,0.0,0.0,1.2956521739130435,1,0
PRV51064,Yes,20.0,11.841409691629956,11.92511013215859,3.6109179126442243,12.54254845357358,8.95915450685925,10.55708796679324,5.5909869805108565,11.293786385047257,5.709843966763207,6.2166061010848646,3.5553480614894135,5.293304824724492,0.7221347174331976,0.853770374892821,8.563527647184781,7.602392538250498,0.1188118811881188,0.7770870337477798,1.5303030303030303,1,1
PRV51065,No,8.0,11.538461538461538,12.0,2.3978952727983707,11.225256725762893,8.922791623969637,9.170871628065816,2.9444389791664403,7.359467638255621,4.479858883910916,4.709530201312334,2.3978952727983707,2.833213344056216,0.6931471805599453,0.7537718023763802,8.714251776650295,7.4292012299718335,0.35714285714285715,0.9794958861172783,1.75,1,0
PRV51066,No,2.0,12.0,12.0,1.0986122886681098,9.852246888342531,9.15915233520675,7.667158255319148,3.1354942159291497,8.66406026722579,5.576637571331858,4.61512051684126,1.0986122886681098,2.995732273553991,0.6931471805599453,0.7691330875378674,8.650899568730047,7.094866932225577,0.08333333333333333,0.7664380798709157,1.263157894736842,1,0
PRV51067,Yes,9.0,11.510204081632653,11.489795918367347,2.5649493574615367,12.694655727828803,10.209782819699331,9.458527693729824,3.8501476017100584,9.050288983827956,5.2269147616862215,5.638354669333745,2.4849066497880004,3.6888794541139363,0.7375989431307791,0.77908961036067,9.319302760441925,7.479414866396531,0.20689655172413793,0.9745306708119096,1.4871794871794872,1,1
PRV51068,No,3.0,11.94392523364486,11.88785046728972,2.302585092994046,11.251573687764477,9.054452999786186,9.053101595549691,5.53338948872752,11.101356767801578,5.575708573980996,6.089044875446846,2.302585092994046,5.332718793265369,0.6931471805599453,0.7989930153246039,7.9177984784815205,7.453236936086066,0.034482758620689655,0.5374842942901019,1.266990291262136,1,0
PRV51070,No,4.0,11.826086956521738,12.0,2.3978952727983707,11.522885696764481,9.220389707829185,9.276221741089696,4.499809670330265,10.102789129364767,5.617751209641139,5.707110264748875,2.3978952727983707,4.127134385045092,0.6931471805599453,0.8997614299229445,8.365692620135688,7.76308908745699,0.10101010101010101,0.8053584243680727,1.6229508196721312,1,0
PRV51071,No,0.0,11.5,11.541666666666666,0.0,0.0,0.0,0.0,3.2188758248682006,9.053803514155955,5.878435816809977,3.9318256327243257,0.0,3.2188758248682006,0.0,0.6931471805599453,8.342085551640478,7.732003818692059,0.0,0.0,1.0,0,0
PRV51072,No,7.0,11.925,11.86875,2.5649493574615367,11.184435286790631,8.699681400989514,9.371523409567573,5.303304908059076,10.761534575968792,5.467427029369761,6.066108090103747,2.5649493574615367,5.017279836814924,0.6931471805599453,0.8472978603872036,8.393937394986486,7.633490649135234,0.05660377358490566,0.604178904086599,1.4133333333333333,1,0
PRV51074,No,1.0,12.0,11.692307692307692,1.791759469228055,10.34177474101152,8.732465848349879,8.58316818033977,3.5553480614894135,9.227295812625597,5.70417455464554,4.394449154672439,1.791759469228055,3.5553480614894135,0.6931471805599453,0.6931471805599453,8.584799118634507,7.587206532951547,0.1282051282051282,0.7529754675734759,1.1470588235294117,1,0
PRV51075,No,0.0,11.076923076923077,11.076923076923077,0.0,0.0,0.0,0.0,2.8903717578961645,9.053803514155955,6.222459547907828,4.2626798770413155,0.0,2.6390573296152584,0.0,0.8362480242006186,8.072419366282565,7.69561805702296,0.0,0.0,1.3076923076923077,0,0
PRV51076,No,0.0,11.555555555555555,11.88888888888889,0.0,0.0,0.0,0.0,3.4011973816621555,9.23317760587894,5.868614818101238,3.9318256327243257,0.0,3.332204510175204,0.0,0.7295148247308202,8.51212109077462,7.668855284194939,0.0,0.0,1.0740740740740742,0,0
PRV51077,Yes,7.0,12.0,11.966666666666667,2.833213344056216,12.201065128819632,9.42855178024483,9.681655640646714,2.8903717578961645,8.585038738311304,5.754811028120613,5.303304908059076,2.6390573296152584,2.8903717578961645,0.8023464725249373,0.6931471805599453,9.081711229379001,7.83148493995329,0.48484848484848486,0.9738194274528994,1.9411764705882353,1,1
PRV51078,No,6.0,12.0,12.0,2.302585092994046,11.23850177707664,9.041382455973661,9.053101595549691,2.70805020110221,7.7279755421055585,5.094626241160642,4.61512051684126,2.302585092994046,2.70805020110221,0.6931471805599453,0.6931471805599453,8.498701530514936,6.860253415032276,0.391304347826087,0.9709978280311742,1.6428571428571428,1,0
PRV51081,No,5.0,11.908396946564885,11.900763358778626,1.9459101490553132,11.277215789596893,9.485519608704186,8.765458531504226,5.272999558563747,10.716216150693835,5.452630036199743,6.634633357861686,1.9459101490553132,4.836281906951478,0.6931471805599453,0.9368773654825434,8.570380797332467,7.664060018047551,0.03,0.6366860090264346,1.6,1,0
PRV51082,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,3.5553480614894135,8.607216694063826,5.086869854997018,4.2626798770413155,0.0,3.4657359027997265,0.0,0.7404000654104909,8.912329875697717,8.601480970304417,0.0,0.0,1.096774193548387,0,0
PRV51083,No,0.0,11.777777777777779,11.851851851851851,0.0,0.0,0.0,0.0,4.51085950651685,9.803722464346553,5.308817601181903,4.948759890378168,0.0,4.406719247264253,0.0,0.7472144018302211,8.272337227363032,7.617437833120277,0.0,0.0,1.1111111111111112,0,0
PRV51084,Yes,12.0,12.0,11.929411764705883,3.044522437723423,12.160033942617156,9.164401140034737,9.969322108457675,4.51085950651685,10.109729065774982,5.613533539193138,6.274762021241939,2.995732273553991,4.219507705176107,0.7191226669632059,0.8515531859573421,8.62327932610183,7.236339342754344,0.18181818181818182,0.8859820020410056,1.6417910447761195,1,1
PRV51086,No,22.0,12.0,11.965217391304348,3.4657359027997265,12.931205293247745,9.49729072517381,10.407560427729408,4.6913478822291435,10.409431279210512,5.730520569851233,4.110873864173311,3.4339872044851463,4.465908118654584,0.7096764825111559,0.8135108628098204,8.903041046349726,7.588411730695616,0.22302158273381295,0.925656140036309,1.6162790697674418,1,0
PRV51089,No,13.0,11.847715736040609,11.939086294416244,2.9444389791664403,12.083910661257521,9.19363494340448,9.806811440270668,5.351858133476067,10.894904309600681,5.551666759919312,6.293419278846481,2.9444389791664403,5.19295685089021,0.6931471805599453,0.7761935377776913,8.735694104170095,7.54547828305539,0.07894736842105263,0.7665656128194024,1.2737430167597765,1,0
PRV51090,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0794415416798357,8.670943791222156,6.726062096148477,4.110873864173311,0.0,2.0794415416798357,0.0,0.6931471805599453,6.572682063274631,7.9488897750832495,0.0,0.0,1.0,0,0
PRV51091,No,0.0,11.727272727272727,11.795454545454545,0.0,0.0,0.0,0.0,3.8066624897703196,9.134646527606982,5.355084289624061,4.394449154672439,0.0,3.8066624897703196,0.0,0.6931471805599453,8.916286527681184,7.7956839467833365,0.0,0.0,1.0,0,0
PRV51093,No,2.0,12.0,12.0,1.0986122886681098,9.305741456739435,8.612685172875459,7.667158255319148,2.0794415416798357,7.905072849498666,5.961373460371035,0.0,1.0986122886681098,2.0794415416798357,0.6931471805599453,0.6931471805599453,8.45316417009122,6.803505257608338,0.2222222222222222,0.8023340627279358,1.2857142857142858,0,0
PRV51096,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,1.791759469228055,8.071218539969863,6.46302945692067,4.61512051684126,0.0,1.791759469228055,0.0,0.6931471805599453,8.476579508530941,8.12355783506165,0.0,0.0,1.0,0,0
PRV51097,No,0.0,11.830985915492958,11.929577464788732,0.0,0.0,0.0,0.0,4.836281906951478,10.701467609576829,5.875941455852443,5.442417710521793,0.0,4.276666119016055,0.0,1.0154347821892018,8.009232005828219,7.844903039270333,0.0,0.0,1.7605633802816902,1,0
PRV51098,No,0.0,12.0,9.75,0.0,0.0,0.0,0.0,1.6094379124341003,5.707110264748875,4.330733340286331,0.0,0.0,1.6094379124341003,0.0,0.6931471805599453,9.648659816955295,7.740012015246283,0.0,0.0,1.0,0,0
PRV51100,No,4.0,12.0,12.0,1.791759469228055,11.264476926102367,9.65509029374725,8.58316818033977,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.6931471805599453,0.0,9.6638969875516,6.610696044717759,1.0,1.0,1.0,1,0
PRV51101,No,1.0,12.0,12.0,1.3862943611198906,9.717218213494077,8.618726392239676,8.07246736935477,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.6931471805599453,0.0,9.127067452782361,5.160969175396813,1.0,1.0,1.0,0,0
PRV51102,No,8.0,12.0,12.0,2.5649493574615367,11.904974309480183,9.42014198075244,9.458527693729824,0.0,0.0,0.0,0.0,2.4849066497880004,0.0,0.7375989431307791,0.0,9.603677689376118,6.548609753200312,1.0,1.0,1.0909090909090908,1,0
PRV51103,Yes,0.0,12.0,12.0,0.0,0.0,0.0,0.0,1.9459101490553132,6.089044875446846,4.308559482792009,4.110873864173311,0.0,1.6094379124341003,0.0,0.9162907318741551,7.601402334583733,7.0762314289540384,0.0,0.0,1.5,0,1
PRV51104,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.5649493574615367,7.550135342488429,5.070998443823346,4.709530201312334,0.0,2.302585092994046,0.0,0.8472978603872036,8.207310953201803,7.316843445510211,0.0,0.0,1.3333333333333333,0,0
PRV51105,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.5649493574615367,8.785845337961213,6.302618975744905,0.0,0.0,2.5649493574615367,0.0,0.6931471805599453,8.993344551248207,8.360773272144936,0.0,0.0,1.0,0,0
PRV51108,No,5.0,12.0,11.368421052631579,2.995732273553991,11.957617696467539,9.013294094520635,9.863966794373844,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.6931471805599453,0.0,9.50837264321282,7.623256010031925,1.0,1.0,1.0,1,0
PRV51109,No,3.0,12.0,12.0,1.3862943611198906,9.798182590890704,8.699681400989514,8.07246736935477,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.6931471805599453,0.0,8.966271062890819,6.976348070447749,1.0,1.0,1.0,0,0
PRV51110,No,4.0,12.0,12.0,1.791759469228055,10.203629181337648,8.594339400592892,8.58316818033977,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.6931471805599453,0.0,8.604654467186231,7.080867896690782,1.0,1.0,1.0,1,0
PRV51111,No,0.0,11.858823529411765,11.976470588235294,0.0,0.0,0.0,0.0,4.890349128221754,10.912557992542743,6.032141076503244,5.303304908059076,0.0,4.454347296253507,0.0,0.9372460970501431,8.15196072772508,7.8876944300883185,0.0,0.0,1.5529411764705883,1,0
PRV51112,No,0.0,12.0,11.974358974358974,0.0,0.0,0.0,0.0,5.720311776607412,11.56410325268714,5.849950247883589,6.698268054115413,0.0,5.278114659230517,0.0,0.9396065371877719,8.411519236328015,7.778565747531867,0.0,0.0,1.558974358974359,1,0
PRV51113,No,0.0,11.846153846153847,11.846153846153847,0.0,0.0,0.0,0.0,4.890349128221754,10.744860753883362,5.864878675383482,6.311734809152915,0.0,4.3694478524670215,0.0,0.9903987040278769,7.996222260525483,7.515554034745015,0.0,0.0,1.6923076923076923,1,0
PRV51114,No,0.0,11.925,12.0,0.0,0.0,0.0,0.0,5.572154032177765,11.247930743883217,5.682982403513373,6.329720905522696,0.0,5.081404364984463,0.0,0.9698314988021849,8.169991095188252,7.636691811534263,0.0,0.0,1.6375,1,0
PRV51115,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0794415416798357,6.8885724595653635,4.948759890378168,3.044522437723423,0.0,1.9459101490553132,0.0,0.7731898882334818,8.48349851489214,7.451628756794328,0.0,0.0,1.1666666666666667,0,0
PRV51117,No,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.5649493574615367,7.576097340623111,5.096812990337308,0.0,0.0,2.3978952727983707,0.0,0.7884573603642702,8.771990436532242,8.502485562543963,0.0,0.0,1.2,0,0
PRV51118,No,12.0,12.0,12.0,2.833213344056216,11.820417517632333,9.04793908261736,9.612667227583843,0.0,0.0,0.0,0.0,2.833213344056216,0.0,0.6931471805599453,0.0,9.982113872991318,8.889756248181804,1.0,1.0,1.0,1,0
